loan_id,user_id,reason,loan_amount,balance_paid,date_created
275,1100,Adoption Costs,32416,11395,2023-01-23
275,1100,Adoption Costs,6106,5720,2014-06-06
276,1104,Other,2257,2186,2023-04-24
277,1108,Other,109963,25296,2023-02-25
278,1116,Home Renovation,156673,133244,2023-03-18
279,1118,Special Occasions,151707,112600,2016-09-19
280,1119,Emergency Expenses,1777,1245,2018-11-02
281,1128,Business Expansion,192322,130349,2017-05-17
281,1128,Large Purchases,49909,36632,2023-04-16
281,1128,Other,74670,9988,2024-06-20
282,1130,Technology Purchase,42015,26084,2010-11-22
282,1130,Home Renovation,25131,8161,2014-11-14
283,1132,Technology Purchase,101486,8024,2017-12-04
283,1132,Business Expansion,3095,2825,2021-09-16
284,1138,Charitable Contributions,172649,126899,2015-03-31
284,1138,Home Renovation,150434,29138,2013-03-31
284,1138,Emergency Expenses,137483,124243,2014-09-26
285,1139,Vehicle Purchase,167245,150845,2017-09-16
285,1139,Moving Expenses,41525,38283,2023-09-06
285,1139,Legal Settlements,31689,22533,2024-03-23
286,1141,Charitable Contributions,56376,49690,2021-06-04
286,1141,Large Purchases,114476,36325,2022-03-19
286,1141,Personal Projects,87710,57039,2010-10-26
287,1146,Medical Expenses,43010,14281,2016-08-14
287,1146,Business Expansion,194140,10527,2016-11-15
288,1147,Holiday Shopping,113444,76101,2017-10-05
288,1147,Personal Projects,141375,69114,2015-03-04
288,1147,Personal Projects,135745,4073,2019-01-01
289,1151,Vehicle Purchase,179192,172637,2010-02-26
289,1151,Conservation Projects,99536,60471,2010-10-30
290,1152,Legal Fees,97895,40732,2013-10-28
290,1152,Funeral Costs,147009,134529,2015-12-03
291,1160,Conservation Projects,160392,84797,2012-03-20
291,1160,Moving Expenses,66551,3917,2013-08-28
292,1162,Legal Fees,25557,7932,2012-03-29
292,1162,Holiday Shopping,47010,10921,2020-12-08
293,1163,Conservation Projects,129131,68743,2013-03-25
293,1163,Charitable Contributions,155357,133422,2014-12-11
293,1163,Conservation Projects,154495,43673,2014-10-11
294,1173,Vehicle Purchase,79367,69554,2021-06-02
294,1173,Travel and Vacation,154162,151453,2024-02-19
295,1178,Seasonal Expenses,22215,1914,2021-05-05
295,1178,Lifestyle Changes,37999,5424,2014-03-01
296,1179,Funeral Costs,48346,44103,2018-09-17
296,1179,Large Purchases,168631,9199,2018-04-13
297,1181,Vehicle Purchase,132755,105896,2018-11-10
297,1181,Renewable Energy Installations,164140,124782,2017-01-22
298,1182,Insurance Premiums,146503,52255,2017-03-15
298,1182,Wedding Costs,186911,442,2024-01-27
298,1182,Large Purchases,33540,2229,2011-07-01
299,1186,Medical Expenses,57993,13699,2011-11-10
299,1186,Medical Expenses,40732,15732,2023-05-21
300,1189,Lifestyle Changes,9505,3917,2014-01-29
300,1189,Education Expenses,90460,19920,2014-08-17
300,1189,Adoption Costs,99888,61134,2014-10-08
301,1191,Travel and Vacation,171268,1246,2014-06-10
301,1191,Conservation Projects,86286,11504,2021-10-08
302,1196,Personal Projects,87627,53529,2016-02-02
302,1196,Home Purchase,37989,19306,2012-06-23
303,1197,Special Occasions,193217,67759,2018-01-02
303,1197,Holiday Shopping,129226,18146,2013-07-10
304,1200,Medical Expenses,53001,16149,2023-02-18
304,1200,Legal Fees,60554,10043,2020-07-18
304,1200,Education Expenses,174508,173088,2017-03-23
305,1201,Legal Fees,141169,29093,2020-10-01
305,1201,Travel and Vacation,136427,135267,2011-01-11
305,1201,Conservation Projects,30366,200,2024-04-10
306,1207,Emergency Expenses,67377,41721,2022-08-02
306,1207,Conservation Projects,62411,28642,2015-12-21
307,1213,Charitable Contributions,155483,51946,2024-06-04
307,1213,Conservation Projects,136842,90229,2023-12-05
307,1213,Moving Expenses,15427,11538,2013-01-16
308,1223,Business Expansion,42345,31735,2018-09-23
309,1225,Insurance Premiums,23142,10714,2019-11-21
309,1225,Home Renovation,182734,89347,2018-05-03
310,1231,Business Expansion,56569,46158,2019-03-25
311,1234,Business Startup,172287,101989,2013-06-08
311,1234,Other,108855,176,2022-01-02
312,1239,Moving Expenses,146045,126498,2022-07-19
312,1239,Insurance Premiums,151792,139993,2016-02-27
312,1239,Education Expenses,120883,83500,2023-04-05
313,1243,Funeral Costs,172178,49293,2011-12-12
313,1243,Home Purchase,58105,28328,2012-09-02
314,1244,Home Purchase,111411,98018,2019-12-25
314,1244,Legal Settlements,188850,131726,2011-05-07
315,1245,Seasonal Expenses,16385,2482,2011-12-21
315,1245,Appliance Purchase,178923,18336,2012-12-15
315,1245,Funeral Costs,165904,1978,2022-05-13
316,1246,Funeral Costs,166597,4,2021-06-12
316,1246,Insurance Premiums,150544,89197,2013-03-09
317,1248,Lifestyle Changes,10073,7833,2012-11-26
318,1255,Insurance Premiums,69998,7572,2021-03-21
318,1255,Credit Score Improvement,186370,167078,2010-06-17
319,1257,Insurance Premiums,129673,11666,2023-11-17
319,1257,Debt Consolidation,31576,12876,2013-01-28
319,1257,Legal Settlements,152138,32051,2024-01-12
320,1260,Business Expansion,93571,59743,2010-01-17
321,1263,Legal Fees,17320,5898,2013-01-30
322,1270,Other,10785,7220,2019-01-15
322,1270,Charitable Contributions,160766,4891,2020-12-18
322,1270,Vehicle Purchase,45863,16735,2023-01-15
323,1272,Large Purchases,122133,119745,2010-03-08
324,1282,Charitable Contributions,159996,660,2015-12-24
324,1282,Debt Consolidation,14938,6506,2015-05-26
325,1286,Business Expansion,122515,17451,2021-07-04
325,1286,Special Occasions,31481,12424,2020-07-06
326,1288,Home Purchase,184213,36121,2021-12-25
326,1288,Education Expenses,119286,75605,2019-08-08
326,1288,Appliance Purchase,163506,39022,2024-04-08
327,1293,Home Renovation,83636,33163,2011-08-04
327,1293,Renewable Energy Installations,171066,166330,2012-02-09
328,1295,Renewable Energy Installations,77529,18451,2015-11-07
329,1299,Lifestyle Changes,134446,32091,2018-09-02
330,1305,Technology Purchase,159236,7932,2014-04-04
330,1305,Adoption Costs,90902,64962,2019-12-26
330,1305,Legal Settlements,76501,40386,2020-07-27
331,1310,Seasonal Expenses,193527,135905,2011-12-02
331,1310,Renewable Energy Installations,91796,62369,2010-07-11
332,1323,Large Purchases,198024,189392,2011-09-10
333,1324,Other,190172,133794,2016-10-19
333,1324,Investment Opportunities,146830,94515,2018-12-28
333,1324,Adoption Costs,101974,72836,2015-01-05
334,1325,Seasonal Expenses,17757,6039,2011-01-07
334,1325,Travel and Vacation,40394,13724,2013-11-18
334,1325,Technology Purchase,22851,20986,2016-10-09
335,1329,Home Renovation,188887,99913,2016-10-31
336,1339,Renewable Energy Installations,190932,146040,2021-08-29
336,1339,Home Purchase,78230,22347,2021-11-13
336,1339,Legal Fees,12310,215,2020-11-23
337,1342,Appliance Purchase,167174,50762,2013-08-29
337,1342,Credit Score Improvement,171718,19957,2017-03-31
337,1342,Holiday Shopping,153192,104772,2013-07-08
338,1349,Business Expansion,82802,34192,2013-06-29
338,1349,Home Renovation,40981,19928,2023-05-19
339,1350,Appliance Purchase,32698,9306,2014-12-27
340,1354,Lifestyle Changes,73207,24659,2011-08-15
340,1354,Education Expenses,34314,33496,2010-11-16
340,1354,Emergency Expenses,16837,9963,2016-05-30
341,1359,Education Expenses,115774,72978,2012-05-01
342,1362,Emergency Expenses,26875,19506,2013-10-02
342,1362,Education Expenses,13412,1212,2024-06-18
342,1362,Home Renovation,77076,35503,2012-11-14
343,1369,Business Expansion,157592,101285,2024-06-30
344,1371,Other,1978,1521,2021-04-02
344,1371,Funeral Costs,83649,36145,2024-03-16
345,1372,Business Startup,113912,38269,2024-01-18
345,1372,Credit Score Improvement,12649,5721,2013-04-30
346,1376,Business Expansion,13868,99,2024-05-15
346,1376,Credit Score Improvement,150856,56734,2018-07-07
347,1385,Wedding Costs,39531,3993,2017-03-14
347,1385,Emergency Expenses,46908,33459,2023-02-21
348,1388,Renewable Energy Installations,70154,30056,2022-05-19
348,1388,Wedding Costs,179516,75246,2018-09-15
349,1397,Conservation Projects,194980,47027,2017-03-13
350,1398,Wedding Costs,175749,10328,2022-07-06
350,1398,Lifestyle Changes,28083,2431,2020-03-18
351,1411,Technology Purchase,137820,52303,2018-02-28
351,1411,Medical Expenses,63772,9582,2017-06-16
352,1418,Credit Score Improvement,194521,109764,2019-12-30
352,1418,Business Startup,139958,112801,2013-04-20
353,1420,Business Startup,113723,107191,2020-09-09
353,1420,Business Startup,139069,12425,2016-06-28
353,1420,Home Renovation,161803,146833,2012-12-13
354,1423,Personal Projects,76814,51382,2010-05-24
354,1423,Renewable Energy Installations,132059,115083,2016-06-03
354,1423,Credit Score Improvement,100727,86097,2022-03-19
355,1424,Business Startup,65605,35790,2019-02-26
355,1424,Other,127587,97851,2011-05-22
356,1425,Personal Projects,194729,39916,2015-01-16
356,1425,Credit Score Improvement,88462,5708,2014-03-26
357,1426,Home Renovation,21650,6273,2018-09-19
358,1427,Funeral Costs,158317,96551,2018-05-09
358,1427,Special Occasions,151239,25550,2023-12-11
359,1432,Holiday Shopping,38411,19075,2013-10-22
360,1449,Home Renovation,177760,94443,2011-05-16
360,1449,Travel and Vacation,50252,39417,2018-02-23
361,1452,Special Occasions,84453,83076,2013-07-14
361,1452,Emergency Expenses,51155,29777,2021-09-03
361,1452,Large Purchases,187137,11957,2013-05-08
362,1455,Insurance Premiums,33715,8732,2020-05-06
362,1455,Credit Score Improvement,183962,138022,2017-09-22
362,1455,Education Expenses,183271,57401,2021-05-19
363,1464,Education Expenses,13481,10495,2014-07-23
363,1464,Moving Expenses,185675,9553,2014-08-22
364,1466,Renewable Energy Installations,161600,24073,2024-04-26
365,1474,Business Startup,70898,859,2013-01-11
365,1474,Lifestyle Changes,152441,53324,2013-02-22
366,1476,Credit Score Improvement,154686,88294,2017-10-21
366,1476,Conservation Projects,196805,196476,2017-10-08
367,1478,Education Expenses,196519,161239,2020-06-12
368,1479,Legal Fees,176999,2547,2019-06-24
368,1479,Moving Expenses,120433,82924,2012-05-13
368,1479,Moving Expenses,176949,134093,2013-03-21
369,1481,Lifestyle Changes,10759,261,2015-08-01
369,1481,Large Purchases,160529,83731,2014-01-21
369,1481,Other,46325,25852,2020-05-06
370,1482,Legal Settlements,117352,109113,2022-11-23
371,1483,Credit Score Improvement,79763,22399,2010-03-10
371,1483,Technology Purchase,182322,44689,2017-02-11
372,1499,Renewable Energy Installations,129862,116903,2012-06-07
372,1499,Conservation Projects,72329,59670,2018-06-26
373,1502,Conservation Projects,80647,27540,2016-10-27
373,1502,Special Occasions,189893,32946,2018-02-18
373,1502,Home Purchase,73842,50142,2024-03-15
374,1510,Emergency Expenses,33640,26603,2020-09-12
375,1513,Renewable Energy Installations,140076,72336,2022-08-02
375,1513,Funeral Costs,159237,119034,2013-10-25
376,1514,Debt Consolidation,183090,23916,2017-11-25
377,1515,Vehicle Purchase,105451,87491,2019-09-13
377,1515,Legal Settlements,190783,109563,2021-04-20
378,1519,Conservation Projects,172949,134325,2019-06-23
378,1519,Other,106564,17147,2022-01-12
378,1519,Vehicle Purchase,90158,5990,2016-04-28
379,1525,Legal Fees,71850,2689,2017-11-08
379,1525,Large Purchases,105931,88810,2017-09-30
379,1525,Medical Expenses,188121,87733,2018-03-10
380,1526,Funeral Costs,131394,59520,2017-01-29
381,1527,Seasonal Expenses,79964,59520,2019-01-17
382,1532,Holiday Shopping,70374,2783,2012-02-17
382,1532,Emergency Expenses,151964,14741,2022-12-06
382,1532,Emergency Expenses,133926,129233,2022-10-25
383,1536,Seasonal Expenses,108370,68415,2012-08-17
384,1543,Seasonal Expenses,134509,125663,2023-04-07
384,1543,Adoption Costs,54490,31399,2010-06-03
385,1546,Wedding Costs,138819,62907,2015-08-26
386,1555,Adoption Costs,24516,17314,2014-03-01
387,1557,Charitable Contributions,133043,7878,2022-10-21
388,1560,Special Occasions,4744,208,2018-11-14
389,1563,Large Purchases,4044,2756,2023-12-10
389,1563,Moving Expenses,156655,6838,2014-11-05
389,1563,Technology Purchase,19865,8341,2018-03-18
390,1564,Business Expansion,145503,81800,2021-05-18
390,1564,Seasonal Expenses,191171,66752,2021-01-14
390,1564,Holiday Shopping,138571,4417,2014-11-09
391,1565,Credit Score Improvement,158278,82233,2023-10-31
391,1565,Special Occasions,187143,179181,2012-03-17
392,1570,Debt Consolidation,195820,87960,2014-09-10
392,1570,Debt Consolidation,166786,92584,2023-10-30
392,1570,Moving Expenses,84394,70608,2021-03-21
393,1574,Wedding Costs,5619,3735,2011-01-28
394,1579,Other,19786,18207,2023-11-16
394,1579,Seasonal Expenses,125209,37128,2023-03-21
394,1579,Personal Projects,72753,11461,2018-11-23
395,1581,Medical Expenses,125694,7445,2015-12-20
395,1581,Personal Projects,110937,44577,2024-03-26
396,1582,Technology Purchase,114077,20375,2016-06-08
396,1582,Education Expenses,123263,97584,2010-10-05
396,1582,Business Expansion,53866,45132,2018-02-21
397,1585,Investment Opportunities,166470,98173,2022-03-02
398,1595,Other,86438,59779,2018-09-15
398,1595,Education Expenses,71083,11742,2010-12-03
399,1596,Holiday Shopping,99828,15500,2011-10-22
399,1596,Moving Expenses,66285,23706,2020-02-01
399,1596,Home Renovation,135968,90443,2019-10-21
400,1609,Investment Opportunities,196517,87823,2024-05-02
401,1628,Medical Expenses,57094,16641,2015-12-12
401,1628,Home Purchase,160582,77389,2012-09-12
401,1628,Adoption Costs,168593,95102,2016-03-29
402,1629,Legal Settlements,113541,52812,2013-09-10
402,1629,Funeral Costs,94382,56992,2019-01-11
403,1633,Large Purchases,77035,3076,2014-10-27
404,1634,Technology Purchase,147231,68817,2015-01-18
404,1634,Holiday Shopping,36070,1022,2016-04-07
404,1634,Special Occasions,135678,125263,2012-10-10
405,1640,Vehicle Purchase,28035,20493,2021-06-30
405,1640,Legal Fees,16842,12598,2014-08-26
405,1640,Seasonal Expenses,6581,2055,2021-12-24
406,1643,Large Purchases,78227,20925,2015-07-24
406,1643,Personal Projects,129383,61323,2022-04-14
407,1644,Legal Fees,167016,147494,2012-12-29
408,1645,Lifestyle Changes,155561,113863,2020-11-26
408,1645,Business Startup,73349,43748,2012-12-29
408,1645,Special Occasions,189065,65459,2015-04-05
409,1647,Business Startup,52197,16594,2010-04-22
409,1647,Credit Score Improvement,64627,53859,2017-07-25
410,1654,Holiday Shopping,148135,15717,2022-09-28
410,1654,Adoption Costs,15019,6904,2021-08-01
411,1655,Special Occasions,24584,12046,2012-06-04
411,1655,Technology Purchase,114305,83742,2018-12-20
411,1655,Education Expenses,34521,29399,2023-11-14
412,1659,Technology Purchase,62045,16533,2024-06-18
413,1660,Credit Score Improvement,147228,116354,2023-03-18
413,1660,Other,37672,16739,2022-09-12
413,1660,Insurance Premiums,16453,5136,2018-08-28
414,1663,Investment Opportunities,138064,6411,2010-08-04
415,1665,Education Expenses,199556,80814,2016-04-01
416,1671,Debt Consolidation,121804,104262,2017-08-26
417,1673,Legal Fees,176512,79667,2016-04-03
418,1675,Large Purchases,114776,8332,2010-03-18
418,1675,Wedding Costs,78989,13871,2011-03-01
419,1679,Credit Score Improvement,173540,144232,2023-03-17
420,1680,Wedding Costs,47559,35957,2012-07-18
421,1681,Funeral Costs,186912,66311,2022-08-17
421,1681,Travel and Vacation,46070,7374,2021-08-20
421,1681,Vehicle Purchase,158728,145320,2013-09-08
422,1683,Debt Consolidation,93001,15570,2020-03-16
422,1683,Wedding Costs,129002,42992,2011-03-20
423,1694,Emergency Expenses,116084,34794,2019-04-22
424,1695,Holiday Shopping,165190,126150,2024-04-09
425,1696,Holiday Shopping,176761,7910,2011-05-03
425,1696,Credit Score Improvement,180765,69998,2019-10-19
426,1705,Wedding Costs,160097,85500,2018-07-19
427,1706,Medical Expenses,103416,92227,2011-09-16
427,1706,Debt Consolidation,17842,13374,2018-02-08
428,1709,Appliance Purchase,75353,18624,2013-11-24
428,1709,Education Expenses,28137,25355,2019-03-19
429,1710,Other,127457,60356,2023-05-04
430,1712,Renewable Energy Installations,89452,15447,2016-02-21
430,1712,Charitable Contributions,133820,132185,2010-01-02
431,1713,Business Expansion,49013,782,2019-09-03
431,1713,Special Occasions,104664,81871,2016-03-23
432,1720,Moving Expenses,60958,7822,2022-02-05
433,1730,Wedding Costs,89824,53554,2016-08-26
433,1730,Charitable Contributions,150934,85397,2010-03-29
433,1730,Credit Score Improvement,47109,30828,2022-06-10
434,1731,Conservation Projects,18768,1127,2012-06-14
434,1731,Seasonal Expenses,92085,74419,2020-06-13
434,1731,Other,100583,15705,2021-01-11
435,1737,Debt Consolidation,164510,117847,2023-09-25
435,1737,Moving Expenses,138436,104443,2015-12-07
435,1737,Moving Expenses,158862,44086,2018-04-06
436,1738,Special Occasions,108020,5730,2014-07-25
436,1738,Wedding Costs,188150,136170,2015-07-07
436,1738,Investment Opportunities,126098,85387,2021-12-10
437,1739,Business Startup,46258,29688,2023-04-23
438,1745,Travel and Vacation,131263,78928,2020-02-08
439,1766,Seasonal Expenses,138215,78602,2021-06-30
439,1766,Personal Projects,75024,62706,2015-10-03
439,1766,Funeral Costs,181644,174768,2014-10-10
440,1767,Debt Consolidation,174543,79422,2020-09-16
441,1768,Appliance Purchase,148967,31524,2024-04-10
441,1768,Emergency Expenses,1297,993,2011-08-28
442,1771,Lifestyle Changes,193469,33748,2015-11-09
443,1778,Home Purchase,196900,10210,2019-09-07
443,1778,Vehicle Purchase,66253,20880,2011-04-24
444,1779,Moving Expenses,191871,99696,2020-04-20
444,1779,Appliance Purchase,175216,116,2020-01-12
445,1780,Large Purchases,84585,60781,2021-06-06
446,1789,Special Occasions,140766,82009,2012-06-21
446,1789,Credit Score Improvement,71627,57573,2010-11-16
447,1791,Adoption Costs,158806,74862,2019-02-02
447,1791,Appliance Purchase,73127,32012,2019-12-23
447,1791,Lifestyle Changes,7316,3836,2017-06-08
448,1792,Emergency Expenses,51540,11399,2015-05-29
449,1793,Charitable Contributions,7223,3821,2023-09-22
450,1796,Credit Score Improvement,85964,52895,2019-05-06
451,1801,Business Expansion,42599,19530,2015-10-05
452,1804,Home Purchase,102648,80119,2017-01-11
453,1805,Adoption Costs,194871,13262,2020-08-29
453,1805,Credit Score Improvement,161029,136024,2011-01-27
454,1806,Credit Score Improvement,60400,43550,2019-06-01
454,1806,Moving Expenses,102056,14958,2021-09-06
455,1823,Lifestyle Changes,78448,33829,2018-07-07
455,1823,Travel and Vacation,166999,163082,2017-05-13
455,1823,Technology Purchase,28708,20173,2014-09-29
